artist_name,track_name
naughty by nature,hip hop hooray
the lemonheads,into your arms
wu-tang clan,shame on a nigga
the smashing pumpkins,mayonaise
duran duran,come undone
mariah carey,without you
duran duran,ordinary world
seaweed,losing skin
counting crows,time and time again
counting crows,a murder of one
mary wells,what love has joined together
frank black,i heard ramona sing
candlebox,don't you
salt-n-pepa,whatta man (feat. en vogue)
archers of loaf,web in front
snoop dogg,bathtub
a tribe called quest,clap your hands
candlebox,change
cracker,get off this
the four aces,heart and soul
ice cube,down for whatever
brian hyland,sealed with a kiss
the smashing pumpkins,quiet
big head todd and the monsters,broken hearted savior
tears for fears,break it down again
mazzy star,five string serenade
faith hill,piece of my heart
mariah carey,anytime you need a friend
glass tiger,don't forget me (when i'm gone)
slowdive,souvlaki space station
counting crows,sullivan street
pj harvey,rid of me
the smashing pumpkins,geek u.s.a.
dave matthews band,seek up
a tribe called quest,we can get down
hootie & the blowfish,i'm goin' home
mary j. blige,don't go
311,homebrew
heather nova,island
brandy,brokenhearted
tom petty,only a broken heart
hootie & the blowfish,let her cry
the jesus and mary chain,sometimes always
portishead,biscuit
the cranberries,ridiculous thoughts
toadies,away
low,words
phish,down with disease
guided by voices,i am a scientist
mary j. blige,you gotta believe
the cranberries,i can't be with you
toad the wet sprocket,fall down
the offspring,genocide
the offspring,what happened to you?
aaliyah,down with the clique
mariah carey,o holy night
hole,jennifer's body
rancid,radio
the notorious b.i.g.,friend of mine
anne murray,broken hearted me
hole,rock star
live,shit towne
"clarence ""frogman"" henry",ain't got no home
k. s. chithra,kehna hi kya
nofx,perfect government
built to spill,reasons
bad religion,stranger than fiction
violent femmes,color me once
mariah carey,santa claus is comin' to town
cake,mr. mastodon farm
medicine,time baby iii
outkast,myintrotoletuknow
craig mack,get down
lagwagon,know it all
blink-182,tv
tlc,sumthin' wicked this way comes
jeff buckley,mojo pin
hole,plump
the notorious b.i.g.,#!*@ me
gang starr,code of the streets
nofx,lori meyers
rancid,side kick
stereolab,ping pong
portishead,pedestal
phish,scent of a mule
boyz ii men,thank you
the cranberries,everything i said
tom petty,don't fade on me
blink-182,sometimes
the cranberries,the icicle melts
the offspring,bad habit
live,the dam at otter creek
the cranberries,daffodil lament
toadies,backslider
the cranberries,dreaming my dreams
the offspring,nitro (youth energy)
green day,burnout
pavement,range life
nas,it ain't hard to tell
stone temple pilots,big empty
nofx,linoleum
the notorious b.i.g.,warning
gang starr,mass appeal
green day,she
veruca salt,seether
common,resurrection
aaliyah,age ain't nothing but a number
portishead,roads
weezer,in the garage
the notorious b.i.g.,suicidal thoughts
anne murray,could i have this dance
the smashing pumpkins,landslide
sponge,plowed
sinéad o'connor,all apologies
da brat,funkdafied
green day,longview
tom petty,wildflowers
beck,loser
the cranberries,zombie
aaliyah,back & forth
blues traveler,hook
pretenders,i'll stand by you
dinosaur jr.,feel the pain
live,i alone
mary j. blige,my life
warren g,do you see
townes van zandt,dead flowers
portishead,numb
mariah carey,christmas (baby please come home)
nofx,leave it alone
the offspring,come out and play
jeff buckley,grace
lloyd price,personality
nas,the genesis
built to spill,distopian dream girl
mary j. blige,i love you
madonna,take a bow
tom petty,to find a friend
portishead,mysterons
changing faces,stroke you up
mary j. blige,you bring me joy
weezer,holiday
toadies,tyler
green day,sassafras roots
kenny loggins,return to pooh corner
green day,chump
meat puppets,backwater
green day,pulling teeth
green day,coming clean
nofx,don't call me white
mary j. blige,mary jane (all night long)
live,selling the drama
the notorious b.i.g.,just playing (dreams)
the notorious b.i.g.,unbelievable
tom petty,crawling back to you
coolio,fantastic voyage
scarface,no tears
hootie & the blowfish,running from an angel
the smashing pumpkins,galapogos
shania twain,the woman in me (needs the man in you)
mariah carey,melt away
no doubt,tragic kingdom
john prine,lake marie
better than ezra,in the blood
the smashing pumpkins,cupid de locke
our lady peace,starseed
gladys knight & the pips,if i were your woman
the smashing pumpkins,to forgive
stereolab,french disko
tricky,hell is round the corner
coolio,1-2-3-4 (sumpin' new)
green day,geek stink breath
whitney houston,why does it hurt so bad
ol' dirty bastard,hippa to da hoppa
raekwon,criminology
coolio,gangsta's paradise
alanis morissette,head over feet
boyzone,love me for a reason
björk,i miss you
no doubt,world go 'round
jewel,near you always
björk,isobel
annie lennox,train in vain
guided by voices,"as we go up, we go down"
elliott smith,coming up roses
rancid,the 11th hour
mariah carey,long ago
green day,no pride
natalie merchant,beloved wife
guided by voices,a salty salute
big l,lifestylez ov da poor & dangerous
tracy chapman,i'm ready
mariah carey,daydream interlude
no doubt,total hate '95
michael jackson,d.s.
björk,enjoy
the goo goo dolls,naked
michael jackson,money
alanis morissette,forgiven
sheena easton,telefone (long distance love affair)
faith evans,love don't live here anymore
green day,panic song
shania twain,home ain't where his heart is (anymore)
bone thugs-n-harmony,me killa
green day,stuart and the ave.
green day,westbound sign
olivia newton-john,please mr. please
michael jackson,tabloid junkie
green day,86
tracy chapman,at this point in my life
jodeci,love u 4 life
alanis morissette,you learn
soul for real,every little thing i do
collective soul,december
the rembrandts,i'll be there for you
faith evans,you used to love me
van morrison,days like this
the smashing pumpkins,zero
selena,i could fall in love
jewel,foolish games
ace of base,beautiful life
jodeci,get on up
björk,it's oh so quiet
enrique iglesias,si tú te vas
the smashing pumpkins,"tonight, tonight"
the presidents of the united states of america,lump
bone thugs-n-harmony,tha crossroads
mariah carey,fantasy
the smashing pumpkins,bullet with butterfly wings
montell jordan,this is how we do it
better than ezra,good
xscape,who can i run to
raekwon,"ice cream (feat. ghostface killah, method man & cappadonna)"
michael jackson,you are not alone
jodeci,freek'n you
rancid,time bomb
collective soul,the world i know
seven mary three,cumbersome
brotha lynch hung,rest in piss
blind melon,toes across the floor
pavement,grave architecture
bone thugs-n-harmony,buddah lovaz
mike & the mechanics,over my shoulder
michael jackson,stranger in moscow
blessid union of souls,i believe
blind melon,mouthful of cavities
newsong,when god made you
green day,stuck with me
no doubt,different people
lagwagon,violins
big l,mvp
jewel,hands
ll cool j,loungin (who do ya luv)
björk,hyper-ballad
elastica,connection
ice cube,friday
seven mary three,water's edge
mack 10,foe life
whitney houston,count on me
green day,jaded
mary j. blige,not gon' cry
the corrs,runaway
no doubt,excuse me mr.
rancid,maxwell murder
guided by voices,game of pricks
green day,walking contradiction
modest mouse,breakthrough
lil' kim,not tonight
pet shop boys,se a vida e (that's the way life is)
stone temple pilots,lady picture show
silver jews,pet politics
blind melon,soup
belle & sebastian,the state i am in
the shangri-las,remember (walkin' in the sand)
social distortion,dear lover
superdrag,sucked out
cake,friend is a four letter word
belle & sebastian,"get me away from here, i'm dying"
babyface,"this is for the lover in you (feat. ll cool j, howard hewett, jody watley & jeffrey daniels)"
eels,my beloved monster
ginuwine,only when ur lonely
counting crows,goodnight elisabeth
fiona apple,never is a promise
cake,frank sinatra
dave matthews band,let you down
descendents,everything sux
matchbox twenty,shame
weezer,getchoo
fiona apple,sullen girl
swv,use your heart
dave matthews band,proudest monkey
blind melon,soul one
silver jews,ballad of reverend war character
social distortion,through these eyes
outkast,e.t. (extraterrestrial)
soul coughing,soft serve
foxy brown,ill na na
cake,sad songs and waltzes
fiona apple,pale september
busta rhymes,ill vibe (feat. q-tip)
spice girls,naked
jennifer love hewitt,cool with you
blackstreet,let's stay in love
phish,billy breathes
céline dion,(you make me feel like) a natural woman
nofx,philthy phil philanthropist
mc lyte,"keep on, keepin' on (feat. xscape)"
sponge,wax ecstatic (to sell angelina)
outkast,wailin'
spice girls,something kinda funny
faith evans,kissing you
céline dion,falling into you
dave matthews band,cry freedom
nancy sinatra,wait 'till you see him
the lemonheads,the outdoor type
hootie & the blowfish,when i'm lonely
sheryl crow,home
social distortion,under my thumb
millencolin,bullion
phish,character zero
the penguins,earth angel (will you be mine)
leann rimes,blue
maxwell,sumthin' sumthin'
donell jones,knocks me off my feet
dave matthews band,two step
dave matthews band,so much to say
the wallflowers,6th avenue heartache
local h,bound for the floor
republica,ready to go
phish,waste
beck,devils haircut
barenaked ladies,the old apartment
blackstreet,we gonna take u back (lude)/ don't leave me
stone temple pilots,trippin' on a hole in a paper heart
bryan adams,have you ever really loved a woman?
702,steelo
tonic,if you could only see
backstreet boys,as long as you love me
the cardigans,lovefool
céline dion,"because you loved me (theme from ""up close and personal"")"
backstreet boys,quit playing games (with my heart)
spice girls,say you'll be there
toni braxton,un-break my heart
backstreet boys,i'll never break your heart
fiona apple,sleep to dream
112,pleasure & pain
dru hill,5 steps
mc lyte,cold rock a party
tom petty and the heartbreakers,walls
face to face,blind
face to face,i won't lie down
eels,novocaine for the soul
lil' kim,queen bitch
screeching weasel,cool kids
the cranberries,go your own way
stone temple pilots,big bang baby
mazzy star,flowers in december
h-town,a thin line between love & hate (feat. shirley murdock)
dru hill,never make a promise
tom petty and the heartbreakers,walls (no. 3)
brandy,missing you
george michael,jesus to a child
jamiroquai,virtual insanity
gin blossoms,follow you down
goldfinger,here in your bedroom
redman,smoke buddah
toni braxton,i love me some him
soul coughing,super bon bon
social distortion,don't drag me down
outkast,wheelz of steel
cake,nugget
weezer,tired of sex
blink-182,dick lips
erykah badu,rim shot
changing faces,g.h.e.t.t.o.u.t.
pennywise,fight till you die
portishead,only you
shania twain,whatever you do! don't!
three 6 mafia,where's da bud
pavement,the killing moon
swv,when u cry
*nsync,you got it
nofx,it's my job to keep punk rock elite
green day,scattered
lighthouse family,high
days of the new,the down town
